collection_id,tenant_id,prediction_time,pred_mem_mb,pred_cpu_p95
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:02:08.700,0.06240347,0.0226202635094523
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:02:11.100,0.007145934,0.0011376580223441
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:02:23.400,0.031422,0.004795583197847
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:34.800,0.014797137,0.0014255703426897
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:35.700,0.008161105,0.0012122425250709
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:36.900,0.06307041,0.0653236545622348
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:37.500,0.06587336,0.0351272486150264
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:37.800,0.057454217,0.0152356564067304
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:38.100,0.06736045,0.0337084271013736
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:38.700,0.06773087,0.0294745927676558
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:39.000,0.11058673,0.0374295786023139
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:39.300,0.06737887,0.0346207525581121
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:39.600,0.1313751,0.0859920084476471
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:39.900,0.12392838,0.0481943292543292
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:40.200,0.12995675,0.0479657910764217
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:41.400,0.06619642,0.028159194625914
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:03:42.600,0.13893592,0.0468018045648932
